sample_id,numeric_recompute,physical_properties,overall
D01-S001-05336,True,True,pass
D01-S001-05337,True,True,pass
D01-S001-05338,True,True,pass
D01-S001-05339,True,True,pass
D01-S001-05340,True,True,pass
D01-S001-05341,True,True,pass
D01-S001-05342,True,True,pass
D01-S001-05343,True,True,pass
D01-S001-05344,True,True,pass
D01-S001-05345,True,True,pass
D01-S001-05346,True,True,pass
D01-S001-05347,True,True,pass
D01-S001-05348,True,True,pass
D01-S001-05349,True,True,pass
D01-S001-05350,True,True,pass
D01-S001-05351,True,True,pass
D01-S001-05352,True,True,pass
D01-S001-05353,True,True,pass
D01-S001-05354,True,True,pass
D01-S001-05355,True,True,pass
D01-S001-05356,True,True,pass
D01-S001-05357,True,True,pass
D01-S001-05358,True,True,pass
D01-S001-05359,True,True,pass
D01-S001-05360,True,True,pass
D01-S001-05361,True,True,pass
D01-S001-05362,True,True,pass
D01-S001-05363,True,True,pass
D01-S001-05364,True,True,pass
D01-S001-05365,True,True,pass
D01-S001-05366,True,True,pass
D01-S001-05367,True,True,pass
D01-S001-05368,True,True,pass
D01-S001-05369,True,True,pass
D01-S001-05370,True,True,pass
D01-S001-05371,True,True,pass
D01-S001-05372,True,True,pass
D01-S001-05373,True,True,pass
D01-S001-05374,True,True,pass
D01-S001-05375,True,True,pass
D01-S001-05376,True,True,pass
D01-S001-05377,True,True,pass
D01-S001-05378,True,True,pass
D01-S001-05379,True,True,pass
D01-S001-05380,True,True,pass
D01-S001-05381,True,True,pass
D01-S001-05382,True,True,pass
D01-S001-05383,True,True,pass
D01-S001-05384,True,True,pass
D01-S001-05385,True,True,pass
D01-S001-05386,True,True,pass
D01-S001-05387,True,True,pass
D01-S001-05388,True,True,pass
D01-S001-05389,True,True,pass
D01-S001-05390,True,True,pass
D01-S001-05391,True,True,pass
D01-S001-05392,True,True,pass
D01-S001-05393,True,True,pass
D01-S001-05394,True,True,pass
D01-S001-05395,True,True,pass
D01-S001-05396,True,True,pass
D01-S001-05397,True,True,pass
D01-S001-05398,True,True,pass
D01-S001-05399,True,True,pass
D01-S001-05400,True,True,pass
D01-S001-05401,True,True,pass
D01-S001-05402,True,True,pass
D01-S001-05403,True,True,pass
D01-S001-05404,True,True,pass
D01-S001-05405,True,True,pass
D01-S001-05406,True,True,pass
D01-S001-05407,True,True,pass
D01-S001-05408,True,True,pass
D01-S001-05409,True,True,pass
D01-S001-05410,True,True,pass
D01-S001-05411,True,True,pass
D01-S001-05412,True,True,pass
D01-S001-05413,True,True,pass
D01-S001-05414,True,True,pass
D01-S001-05415,True,True,pass
D01-S001-05416,True,True,pass
D01-S001-05417,True,True,pass
D01-S001-05418,True,True,pass
D01-S001-05419,True,True,pass
D01-S001-05420,True,True,pass
D01-S001-05421,True,True,pass
D01-S001-05422,True,True,pass
D01-S001-05423,True,True,pass
D01-S001-05424,True,True,pass
D01-S001-05425,True,True,pass
D01-S001-05426,True,True,pass
D01-S001-05427,True,True,pass
D01-S001-05428,True,True,pass
D01-S001-05429,True,True,pass
D01-S001-05430,True,True,pass
D01-S001-05431,True,True,pass
D01-S001-05432,True,True,pass
D01-S001-05433,True,True,pass
D01-S001-05434,True,True,pass
D01-S001-05435,True,True,pass
D01-S001-05436,True,True,pass
D01-S001-05437,True,True,pass
D01-S001-05438,True,True,pass
D01-S001-05439,True,True,pass
D01-S001-05440,True,True,pass
D01-S001-05441,True,True,pass
D01-S001-05442,True,True,pass
D01-S001-05443,True,True,pass
D01-S001-05444,True,True,pass
D01-S001-05445,True,True,pass
D01-S001-05446,True,True,pass
D01-S001-05447,True,True,pass
D01-S001-05448,True,True,pass
D01-S001-05449,True,True,pass
D01-S001-05450,True,True,pass
D01-S001-05451,True,True,pass
D01-S001-05452,True,True,pass
D01-S001-05453,True,True,pass
D01-S001-05454,True,True,pass
D01-S001-05455,True,True,pass
D01-S001-05456,True,True,pass
D01-S001-05457,True,True,pass
D01-S001-05458,True,True,pass
D01-S001-05459,True,True,pass
D01-S001-05460,True,True,pass
D01-S001-05461,True,True,pass
D01-S001-05462,True,True,pass
D01-S001-05463,True,True,pass
D01-S001-05464,True,True,pass
D01-S001-05465,True,True,pass
D01-S001-05466,True,True,pass
D01-S001-05467,True,True,pass
D01-S001-05468,True,True,pass
D01-S001-05469,True,True,pass
D01-S001-05470,True,True,pass
D01-S001-05471,True,True,pass
D01-S001-05472,True,True,pass
D01-S001-05473,True,True,pass
D01-S001-05474,True,True,pass
D01-S001-05475,True,True,pass
D01-S001-05476,True,True,pass
D01-S001-05477,True,True,pass
D01-S001-05478,True,True,pass
D01-S001-05479,True,True,pass
D01-S001-05480,True,True,pass
D01-S001-05481,True,True,pass
D01-S001-05482,True,True,pass
D01-S001-05483,True,True,pass
D01-S001-05484,True,True,pass
D01-S001-05485,True,True,pass
D01-S001-05486,True,True,pass
D01-S001-05487,True,True,pass
D01-S001-05488,True,True,pass
D01-S001-05489,True,True,pass
D01-S001-05490,True,True,pass
D01-S001-05491,True,True,pass
D01-S001-05492,True,True,pass
D01-S001-05493,True,True,pass
D01-S001-05494,True,True,pass
D01-S001-05495,True,True,pass
D01-S001-05496,True,True,pass
D01-S001-05497,True,True,pass
D01-S001-05498,True,True,pass
D01-S001-05499,True,True,pass
D01-S001-05500,True,True,pass
D01-S001-05501,True,True,pass
D01-S001-05502,True,True,pass
D01-S001-05503,True,True,pass
D01-S001-05504,True,True,pass
D01-S001-05505,True,True,pass
D01-S001-05506,True,True,pass
D01-S001-05507,True,True,pass
D01-S001-05508,True,True,pass
D01-S001-05509,True,True,pass
D01-S001-05510,True,True,pass
D01-S001-05511,True,True,pass
D01-S001-05512,True,True,pass
D01-S001-05513,True,True,pass
D01-S001-05514,True,True,pass
D01-S001-05515,True,True,pass
D01-S001-05516,True,True,pass
D01-S001-05517,True,True,pass
D01-S001-05518,True,True,pass
D01-S001-05519,True,True,pass
D01-S001-05520,True,True,pass
D01-S001-05521,True,True,pass
D01-S001-05522,True,True,pass
D01-S001-05523,True,True,pass
D01-S001-05524,True,True,pass
D01-S001-05525,True,True,pass
D01-S001-05526,True,True,pass
D01-S001-05527,True,True,pass
D01-S001-05528,True,True,pass
D01-S001-05529,True,True,pass
D01-S001-05530,True,True,pass
D01-S001-05531,True,True,pass
D01-S001-05532,True,True,pass
D01-S001-05533,True,True,pass
D01-S001-05534,True,True,pass
D01-S001-05535,True,True,pass
D01-S001-05536,True,True,pass
D01-S001-05537,True,True,pass
D01-S001-05538,True,True,pass
D01-S001-05539,True,True,pass
D01-S001-05540,True,True,pass
D01-S001-05541,True,True,pass
D01-S001-05542,True,True,pass
D01-S001-05543,True,True,pass
D01-S001-05544,True,True,pass
D01-S001-05545,True,True,pass
D01-S001-05546,True,True,pass
D01-S001-05547,True,True,pass
D01-S001-05548,True,True,pass
D01-S001-05549,True,True,pass
D01-S001-05550,True,True,pass
D01-S001-05551,True,True,pass
D01-S001-05552,True,True,pass
D01-S001-05553,True,True,pass
D01-S001-05554,True,True,pass
D01-S001-05555,True,True,pass
D01-S001-05556,True,True,pass
D01-S001-05557,True,True,pass
D01-S001-05558,True,True,pass
D01-S001-05559,True,True,pass
D01-S001-05560,True,True,pass
D01-S001-05561,True,True,pass
D01-S001-05562,True,True,pass
D01-S001-05563,True,True,pass
D01-S001-05564,True,True,pass
D01-S001-05565,True,True,pass
D01-S001-05566,True,True,pass
D01-S001-05567,True,True,pass
D01-S001-05568,True,True,pass
D01-S001-05569,True,True,pass
D01-S001-05570,True,True,pass
D01-S001-05571,True,True,pass
D01-S001-05572,True,True,pass
D01-S001-05573,True,True,pass
D01-S001-05574,True,True,pass
D01-S001-05575,True,True,pass
D01-S001-05576,True,True,pass
D01-S001-05577,True,True,pass
D01-S001-05578,True,True,pass
D01-S001-05579,True,True,pass
D01-S001-05580,True,True,pass
D01-S001-05581,True,True,pass
D01-S001-05582,True,True,pass
D01-S001-05583,True,True,pass
D01-S001-05584,True,True,pass
D01-S001-05585,True,True,pass
D01-S001-05586,True,True,pass
D01-S001-05587,True,True,pass
D01-S001-05588,True,True,pass
D01-S001-05589,True,True,pass
D01-S001-05590,True,True,pass
D01-S001-05591,True,True,pass
D01-S001-05592,True,True,pass
D01-S001-05593,True,True,pass
D01-S001-05594,True,True,pass
D01-S001-05595,True,True,pass
D01-S001-05596,True,True,pass
D01-S001-05597,True,True,pass
D01-S001-05598,True,True,pass
D01-S001-05599,True,True,pass
D01-S001-05600,True,True,pass
D01-S001-05601,True,True,pass
D01-S001-05602,True,True,pass
D01-S001-05603,True,True,pass
D01-S001-05604,True,True,pass
D01-S001-05605,True,True,pass
D01-S001-05606,True,True,pass
D01-S001-05607,True,True,pass
D01-S001-05608,True,True,pass
D01-S001-05609,True,True,pass
D01-S001-05610,True,True,pass
D01-S001-05611,True,True,pass
D01-S001-05612,True,True,pass
D01-S001-05613,True,True,pass
D01-S001-05614,True,True,pass
D01-S001-05615,True,True,pass
D01-S001-05616,True,True,pass
D01-S001-05617,True,True,pass
D01-S001-05618,True,True,pass
D01-S001-05619,True,True,pass
D01-S001-05620,True,True,pass
D01-S001-05621,True,True,pass
D01-S001-05622,True,True,pass
D01-S001-05623,True,True,pass
D01-S001-05624,True,True,pass
D01-S001-05625,True,True,pass
D01-S001-05626,True,True,pass
D01-S001-05627,True,True,pass
D01-S001-05628,True,True,pass
D01-S001-05629,True,True,pass
D01-S001-05630,True,True,pass
D01-S001-05631,True,True,pass
D01-S001-05632,True,True,pass
D01-S001-05633,True,True,pass
D01-S001-05634,True,True,pass
D01-S001-05635,True,True,pass
D01-S001-05636,True,True,pass
D01-S001-05637,True,True,pass
D01-S001-05638,True,True,pass
D01-S001-05639,True,True,pass
D01-S001-05640,True,True,pass
D01-S001-05641,True,True,pass
D01-S001-05642,True,True,pass
D01-S001-05643,True,True,pass
D01-S001-05644,True,True,pass
D01-S001-05645,True,True,pass
D01-S001-05646,True,True,pass
D01-S001-05647,True,True,pass
D01-S001-05648,True,True,pass
D01-S001-05649,True,True,pass
D01-S001-05650,True,True,pass
D01-S001-05651,True,True,pass
D01-S001-05652,True,True,pass
D01-S001-05653,True,True,pass
D01-S001-05654,True,True,pass
D01-S001-05655,True,True,pass
D01-S001-05656,True,True,pass
D01-S001-05657,True,True,pass
D01-S001-05658,True,True,pass
D01-S001-05659,True,True,pass
D01-S001-05660,True,True,pass
D01-S001-05661,True,True,pass
D01-S001-05662,True,True,pass
D01-S001-05663,True,True,pass
D01-S001-05664,True,True,pass
D01-S001-05665,True,True,pass
D01-S001-05666,True,True,pass
D01-S001-05667,True,True,pass
D01-S001-05668,True,True,pass
D01-S001-05669,True,True,pass
D01-S001-05670,True,True,pass
D01-S001-05671,True,True,pass
D01-S001-05672,True,True,pass
D01-S001-05673,True,True,pass
D01-S001-05674,True,True,pass
D01-S001-05675,True,True,pass
D01-S001-05676,True,True,pass
D01-S001-05677,True,True,pass
D01-S001-05678,True,True,pass
D01-S001-05679,True,True,pass
D01-S001-05680,True,True,pass
D01-S001-05681,True,True,pass
D01-S001-05682,True,True,pass
D01-S001-05683,True,True,pass
D01-S001-05684,True,True,pass
D01-S001-05685,True,True,pass
D01-S001-05686,True,True,pass
D01-S001-05687,True,True,pass
D01-S001-05688,True,True,pass
D01-S001-05689,True,True,pass
D01-S001-05690,True,True,pass
D01-S001-05691,True,True,pass
D01-S001-05692,True,True,pass
D01-S001-05693,True,True,pass
D01-S001-05694,True,True,pass
D01-S001-05695,True,True,pass
D01-S001-05696,True,True,pass
D01-S001-05697,True,True,pass
D01-S001-05698,True,True,pass
D01-S001-05699,True,True,pass
D01-S001-05700,True,True,pass
D01-S001-05701,True,True,pass
D01-S001-05702,True,True,pass
D01-S001-05703,True,True,pass
D01-S001-05704,True,True,pass
D01-S001-05705,True,True,pass
D01-S001-05706,True,True,pass
D01-S001-05707,True,True,pass
D01-S001-05708,True,True,pass
D01-S001-05709,True,True,pass
D01-S001-05710,True,True,pass
D01-S001-05711,True,True,pass
D01-S001-05712,True,True,pass
D01-S001-05713,True,True,pass
D01-S001-05714,True,True,pass
D01-S001-05715,True,True,pass
D01-S001-05716,True,True,pass
D01-S001-05717,True,True,pass
D01-S001-05718,True,True,pass
D01-S001-05719,True,True,pass
D01-S001-05720,True,True,pass
D01-S001-05721,True,True,pass
D01-S001-05722,True,True,pass
D01-S001-05723,True,True,pass
D01-S001-05724,True,True,pass
D01-S001-05725,True,True,pass
D01-S001-05726,True,True,pass
D01-S001-05727,True,True,pass
D01-S001-05728,True,True,pass
D01-S001-05729,True,True,pass
D01-S001-05730,True,True,pass
D01-S001-05731,True,True,pass
D01-S001-05732,True,True,pass
D01-S001-05733,True,True,pass
D01-S001-05734,True,True,pass
D01-S001-05735,True,True,pass
D01-S001-05736,True,True,pass
D01-S001-05737,True,True,pass
D01-S001-05738,True,True,pass
D01-S001-05739,True,True,pass
D01-S001-05740,True,True,pass
D01-S001-05741,True,True,pass
D01-S001-05742,True,True,pass
D01-S001-05743,True,True,pass
D01-S001-05744,True,True,pass
D01-S001-05745,True,True,pass
D01-S001-05746,True,True,pass
D01-S001-05747,True,True,pass
D01-S001-05748,True,True,pass
D01-S001-05749,True,True,pass
D01-S001-05750,True,True,pass
D01-S001-05751,True,True,pass
D01-S001-05752,True,True,pass
D01-S001-05753,True,True,pass
D01-S001-05754,True,True,pass
D01-S001-05755,True,True,pass
D01-S001-05756,True,True,pass
D01-S001-05757,True,True,pass
D01-S001-05758,True,True,pass
D01-S001-05759,True,True,pass
D01-S001-05760,True,True,pass
D01-S001-05761,True,True,pass
D01-S001-05762,True,True,pass
D01-S001-05763,True,True,pass
D01-S001-05764,True,True,pass
D01-S001-05765,True,True,pass
D01-S001-05766,True,True,pass
D01-S001-05767,True,True,pass
D01-S001-05768,True,True,pass
D01-S001-05769,True,True,pass
D01-S001-05770,True,True,pass
D01-S001-05771,True,True,pass
D01-S001-05772,True,True,pass
D01-S001-05773,True,True,pass
D01-S001-05774,True,True,pass
D01-S001-05775,True,True,pass
D01-S001-05776,True,True,pass
D01-S001-05777,True,True,pass
D01-S001-05778,True,True,pass
D01-S001-05779,True,True,pass
D01-S001-05780,True,True,pass
D01-S001-05781,True,True,pass
D01-S001-05782,True,True,pass
D01-S001-05783,True,True,pass
D01-S001-05784,True,True,pass
D01-S001-05785,True,True,pass
D01-S001-05786,True,True,pass
D01-S001-05787,True,True,pass
D01-S001-05788,True,True,pass
D01-S001-05789,True,True,pass
D01-S001-05790,True,True,pass
D01-S001-05791,True,True,pass
D01-S001-05792,True,True,pass
D01-S001-05793,True,True,pass
D01-S001-05794,True,True,pass
D01-S001-05795,True,True,pass
D01-S001-05796,True,True,pass
D01-S001-05797,True,True,pass
D01-S001-05798,True,True,pass
D01-S001-05799,True,True,pass
D01-S001-05800,True,True,pass
D01-S001-05801,True,True,pass
D01-S001-05802,True,True,pass
D01-S001-05803,True,True,pass
D01-S001-05804,True,True,pass
D01-S001-05805,True,True,pass
D01-S001-05806,True,True,pass
D01-S001-05807,True,True,pass
D01-S001-05808,True,True,pass
D01-S001-05809,True,True,pass
D01-S001-05810,True,True,pass
D01-S001-05811,True,True,pass
D01-S001-05812,True,True,pass
D01-S001-05813,True,True,pass
D01-S001-05814,True,True,pass
D01-S001-05815,True,True,pass
D01-S001-05816,True,True,pass
D01-S001-05817,True,True,pass
D01-S001-05818,True,True,pass
D01-S001-05819,True,True,pass
D01-S001-05820,True,True,pass
D01-S001-05821,True,True,pass
D01-S001-05822,True,True,pass
D01-S001-05823,True,True,pass
D01-S001-05824,True,True,pass
D01-S001-05825,True,True,pass
D01-S001-05826,True,True,pass
D01-S001-05827,True,True,pass
D01-S001-05828,True,True,pass
D01-S001-05829,True,True,pass
D01-S001-05830,True,True,pass
D01-S001-05831,True,True,pass
D01-S001-05832,True,True,pass
D01-S001-05833,True,True,pass
D01-S001-05834,True,True,pass
D01-S001-05835,True,True,pass
D01-S001-05836,True,True,pass
D01-S001-05837,True,True,pass
D01-S001-05838,True,True,pass
D01-S001-05839,True,True,pass
D01-S001-05840,True,True,pass
D01-S001-05841,True,True,pass
D01-S001-05842,True,True,pass
D01-S001-05843,True,True,pass
D01-S001-05844,True,True,pass
D01-S001-05845,True,True,pass
D01-S001-05846,True,True,pass
D01-S001-05847,True,True,pass
D01-S001-05848,True,True,pass
D01-S001-05849,True,True,pass
D01-S001-05850,True,True,pass
D01-S001-05851,True,True,pass
D01-S001-05852,True,True,pass
D01-S001-05853,True,True,pass
D01-S001-05854,True,True,pass
D01-S001-05855,True,True,pass
D01-S001-05856,True,True,pass
D01-S001-05857,True,True,pass
D01-S001-05858,True,True,pass
D01-S001-05859,True,True,pass
D01-S001-05860,True,True,pass
D01-S001-05861,True,True,pass
D01-S001-05862,True,True,pass
D01-S001-05863,True,True,pass
D01-S001-05864,True,True,pass
D01-S001-05865,True,True,pass
D01-S001-05866,True,True,pass
D01-S001-05867,True,True,pass
D01-S001-05868,True,True,pass
D01-S001-05869,True,True,pass
D01-S001-05870,True,True,pass
D01-S001-05871,True,True,pass
D01-S001-05872,True,True,pass
D01-S001-05873,True,True,pass
D01-S001-05874,True,True,pass
D01-S001-05875,True,True,pass
D01-S001-05876,True,True,pass
D01-S001-05877,True,True,pass
D01-S001-05878,True,True,pass
D01-S001-05879,True,True,pass
D01-S001-05880,True,True,pass
D01-S001-05881,True,True,pass
D01-S001-05882,True,True,pass
D01-S001-05883,True,True,pass
D01-S001-05884,True,True,pass
D01-S001-05885,True,True,pass
D01-S001-05886,True,True,pass
D01-S001-05887,True,True,pass
D01-S001-05888,True,True,pass
D01-S001-05889,True,True,pass
D01-S001-05890,True,True,pass
D01-S001-05891,True,True,pass
D01-S001-05892,True,True,pass
D01-S001-05893,True,True,pass
D01-S001-05894,True,True,pass
D01-S001-05895,True,True,pass
D01-S001-05896,True,True,pass
D01-S001-05897,True,True,pass
D01-S001-05898,True,True,pass
D01-S001-05899,True,True,pass
D01-S001-05900,True,True,pass
D01-S001-05901,True,True,pass
D01-S001-05902,True,True,pass
D01-S001-05903,True,True,pass
D01-S001-05904,True,True,pass
D01-S001-05905,True,True,pass
D01-S001-05906,True,True,pass
D01-S001-05907,True,True,pass
D01-S001-05908,True,True,pass
D01-S001-05909,True,True,pass
D01-S001-05910,True,True,pass
D01-S001-05911,True,True,pass
D01-S001-05912,True,True,pass
D01-S001-05913,True,True,pass
D01-S001-05914,True,True,pass
D01-S001-05915,True,True,pass
D01-S001-05916,True,True,pass
D01-S001-05917,True,True,pass
D01-S001-05918,True,True,pass
D01-S001-05919,True,True,pass
D01-S001-05920,True,True,pass
D01-S001-05921,True,True,pass
D01-S001-05922,True,True,pass
D01-S001-05923,True,True,pass
D01-S001-05924,True,True,pass
D01-S001-05925,True,True,pass
D01-S001-05926,True,True,pass
D01-S001-05927,True,True,pass
D01-S001-05928,True,True,pass
D01-S001-05929,True,True,pass
D01-S001-05930,True,True,pass
D01-S001-05931,True,True,pass
D01-S001-05932,True,True,pass
D01-S001-05933,True,True,pass
D01-S001-05934,True,True,pass
D01-S001-05935,True,True,pass
D01-S001-05936,True,True,pass
D01-S001-05937,True,True,pass
D01-S001-05938,True,True,pass
D01-S001-05939,True,True,pass
D01-S001-05940,True,True,pass
D01-S001-05941,True,True,pass
D01-S001-05942,True,True,pass
D01-S001-05943,True,True,pass
D01-S001-05944,True,True,pass
D01-S001-05945,True,True,pass
D01-S001-05946,True,True,pass
D01-S001-05947,True,True,pass
D01-S001-05948,True,True,pass
D01-S001-05949,True,True,pass
D01-S001-05950,True,True,pass
D01-S001-05951,True,True,pass
D01-S001-05952,True,True,pass
D01-S001-05953,True,True,pass
D01-S001-05954,True,True,pass
D01-S001-05955,True,True,pass
D01-S001-05956,True,True,pass
D01-S001-05957,True,True,pass
D01-S001-05958,True,True,pass
D01-S001-05959,True,True,pass
D01-S001-05960,True,True,pass
D01-S001-05961,True,True,pass
D01-S001-05962,True,True,pass
D01-S001-05963,True,True,pass
D01-S001-05964,True,True,pass
D01-S001-05965,True,True,pass
D01-S001-05966,True,True,pass
D01-S001-05967,True,True,pass
D01-S001-05968,True,True,pass
D01-S001-05969,True,True,pass
D01-S001-05970,True,True,pass
D01-S001-05971,True,True,pass
D01-S001-05972,True,True,pass
D01-S001-05973,True,True,pass
D01-S001-05974,True,True,pass
D01-S001-05975,True,True,pass
D01-S001-05976,True,True,pass
D01-S001-05977,True,True,pass
D01-S001-05978,True,True,pass
D01-S001-05979,True,True,pass
D01-S001-05980,True,True,pass
D01-S001-05981,True,True,pass
D01-S001-05982,True,True,pass
D01-S001-05983,True,True,pass
D01-S001-05984,True,True,pass
D01-S001-05985,True,True,pass
D01-S001-05986,True,True,pass
D01-S001-05987,True,True,pass
D01-S001-05988,True,True,pass
D01-S001-05989,True,True,pass
D01-S001-05990,True,True,pass
D01-S001-05991,True,True,pass
D01-S001-05992,True,True,pass
D01-S001-05993,True,True,pass
D01-S001-05994,True,True,pass
D01-S001-05995,True,True,pass
D01-S001-05996,True,True,pass
D01-S001-05997,True,True,pass
D01-S001-05998,True,True,pass
D01-S001-05999,True,True,pass
D01-S001-06000,True,True,pass
D01-S001-06001,True,True,pass
D01-S001-06002,True,True,pass
D01-S001-06003,True,True,pass
D01-S001-06004,True,True,pass
D01-S001-06005,True,True,pass
D01-S001-06006,True,True,pass
D01-S001-06007,True,True,pass
D01-S001-06008,True,True,pass
D01-S001-06009,True,True,pass
D01-S001-06010,True,True,pass
D01-S001-06011,True,True,pass
D01-S001-06012,True,True,pass
D01-S001-06013,True,True,pass
D01-S001-06014,True,True,pass
D01-S001-06015,True,True,pass
D01-S001-06016,True,True,pass
D01-S001-06017,True,True,pass
D01-S001-06018,True,True,pass
D01-S001-06019,True,True,pass
D01-S001-06020,True,True,pass
D01-S001-06021,True,True,pass
D01-S001-06022,True,True,pass
D01-S001-06023,True,True,pass
D01-S001-06024,True,True,pass
D01-S001-06025,True,True,pass
D01-S001-06026,True,True,pass
D01-S001-06027,True,True,pass
D01-S001-06028,True,True,pass
D01-S001-06029,True,True,pass
D01-S001-06030,True,True,pass
D01-S001-06031,True,True,pass
D01-S001-06032,True,True,pass
D01-S001-06033,True,True,pass
D01-S001-06034,True,True,pass
D01-S001-06035,True,True,pass
D01-S001-06036,True,True,pass
D01-S001-06037,True,True,pass
D01-S001-06038,True,True,pass
D01-S001-06039,True,True,pass
D01-S001-06040,True,True,pass
D01-S001-06041,True,True,pass
D01-S001-06042,True,True,pass
D01-S001-06043,True,True,pass
D01-S001-06044,True,True,pass
D01-S001-06045,True,True,pass
D01-S001-06046,True,True,pass
D01-S001-06047,True,True,pass
D01-S001-06048,True,True,pass
D01-S001-06049,True,True,pass
D01-S001-06050,True,True,pass
D01-S001-06051,True,True,pass
D01-S001-06052,True,True,pass
D01-S001-06053,True,True,pass
D01-S001-06054,True,True,pass
D01-S001-06055,True,True,pass
D01-S001-06056,True,True,pass
D01-S001-06057,True,True,pass
D01-S001-06058,True,True,pass
D01-S001-06059,True,True,pass
D01-S001-06060,True,True,pass
D01-S001-06061,True,True,pass
D01-S001-06062,True,True,pass
D01-S001-06063,True,True,pass
D01-S001-06064,True,True,pass
D01-S001-06065,True,True,pass
D01-S001-06066,True,True,pass
D01-S001-06067,True,True,pass
D01-S001-06068,True,True,pass
D01-S001-06069,True,True,pass
D01-S001-06070,True,True,pass
D01-S001-06071,True,True,pass
D01-S001-06072,True,True,pass
D01-S001-06073,True,True,pass
D01-S001-06074,True,True,pass
D01-S001-06075,True,True,pass
D01-S001-06076,True,True,pass
D01-S001-06077,True,True,pass
D01-S001-06078,True,True,pass
D01-S001-06079,True,True,pass
D01-S001-06080,True,True,pass
D01-S001-06081,True,True,pass
D01-S001-06082,True,True,pass
D01-S001-06083,True,True,pass
D01-S001-06084,True,True,pass
D01-S001-06085,True,True,pass
D01-S001-06086,True,True,pass
D01-S001-06087,True,True,pass
D01-S001-06088,True,True,pass
D01-S001-06089,True,True,pass
D01-S001-06090,True,True,pass
D01-S001-06091,True,True,pass
D01-S001-06092,True,True,pass
D01-S001-06093,True,True,pass
D01-S001-06094,True,True,pass
D01-S001-06095,True,True,pass
D01-S001-06096,True,True,pass
D01-S001-06097,True,True,pass
D01-S001-06098,True,True,pass
D01-S001-06099,True,True,pass
D01-S001-06100,True,True,pass
D01-S001-06101,True,True,pass
D01-S001-06102,True,True,pass
D01-S001-06103,True,True,pass
D01-S001-06104,True,True,pass
D01-S001-06105,True,True,pass
D01-S001-06106,True,True,pass
D01-S001-06107,True,True,pass
D01-S001-06108,True,True,pass
D01-S001-06109,True,True,pass
D01-S001-06110,True,True,pass
D01-S001-06111,True,True,pass
D01-S001-06112,True,True,pass
D01-S001-06113,True,True,pass
D01-S001-06114,True,True,pass
D01-S001-06115,True,True,pass
D01-S001-06116,True,True,pass
D01-S001-06117,True,True,pass
D01-S001-06118,True,True,pass
D01-S001-06119,True,True,pass
D01-S001-06120,True,True,pass
D01-S001-06121,True,True,pass
D01-S001-06122,True,True,pass
D01-S001-06123,True,True,pass
D01-S001-06124,True,True,pass
D01-S001-06125,True,True,pass
D01-S001-06126,True,True,pass
D01-S001-06127,True,True,pass
D01-S001-06128,True,True,pass
D01-S001-06129,True,True,pass
D01-S001-06130,True,True,pass
D01-S001-06131,True,True,pass
D01-S001-06132,True,True,pass
D01-S001-06133,True,True,pass
D01-S001-06134,True,True,pass
D01-S001-06135,True,True,pass
D01-S001-06136,True,True,pass
D01-S001-06137,True,True,pass
D01-S001-06138,True,True,pass
D01-S001-06139,True,True,pass
D01-S001-06140,True,True,pass
D01-S001-06141,True,True,pass
D01-S001-06142,True,True,pass
D01-S001-06143,True,True,pass
D01-S001-06144,True,True,pass
D01-S001-06145,True,True,pass
D01-S001-06146,True,True,pass
D01-S001-06147,True,True,pass
D01-S001-06148,True,True,pass
D01-S001-06149,True,True,pass
D01-S001-06150,True,True,pass
D01-S001-06151,True,True,pass
D01-S001-06152,True,True,pass
D01-S001-06153,True,True,pass
D01-S001-06154,True,True,pass
D01-S001-06155,True,True,pass
D01-S001-06156,True,True,pass
D01-S001-06157,True,True,pass
D01-S001-06158,True,True,pass
D01-S001-06159,True,True,pass
D01-S001-06160,True,True,pass
D01-S001-06161,True,True,pass
D01-S001-06162,True,True,pass
D01-S001-06163,True,True,pass
D01-S001-06164,True,True,pass
D01-S001-06165,True,True,pass
D01-S001-06166,True,True,pass
D01-S001-06167,True,True,pass
D01-S001-06168,True,True,pass
D01-S001-06169,True,True,pass
D01-S001-06170,True,True,pass
D01-S001-06171,True,True,pass
D01-S001-06172,True,True,pass
D01-S001-06173,True,True,pass
D01-S001-06174,True,True,pass
D01-S001-06175,True,True,pass
D01-S001-06176,True,True,pass
D01-S001-06177,True,True,pass
D01-S001-06178,True,True,pass
D01-S001-06179,True,True,pass
D01-S001-06180,True,True,pass
D01-S001-06181,True,True,pass
D01-S001-06182,True,True,pass
D01-S001-06183,True,True,pass
D01-S001-06184,True,True,pass
D01-S001-06185,True,True,pass
D01-S001-06186,True,True,pass
D01-S001-06187,True,True,pass
D01-S001-06188,True,True,pass
D01-S001-06189,True,True,pass
D01-S001-06190,True,True,pass
D01-S001-06191,True,True,pass
D01-S001-06192,True,True,pass
D01-S001-06193,True,True,pass
D01-S001-06194,True,True,pass
D01-S001-06195,True,True,pass
D01-S001-06196,True,True,pass
D01-S001-06197,True,True,pass
D01-S001-06198,True,True,pass
D01-S001-06199,True,True,pass
D01-S001-06200,True,True,pass
D01-S001-06201,True,True,pass
D01-S001-06202,True,True,pass
D01-S001-06203,True,True,pass
D01-S001-06204,True,True,pass
D01-S001-06205,True,True,pass
D01-S001-06206,True,True,pass
D01-S001-06207,True,True,pass
D01-S001-06208,True,True,pass
